# BUSCO version is: 5.8.2 
# The lineage dataset is: metazoa_odb10 (Creation date: 2024-01-08, number of genomes: 65, number of BUSCOs: 954)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
75406at33208	Duplicated	Aip_020144-T2	587.6	524	https://v10-1.orthodb.org/?query=75406at33208	Tetratricopeptide repeat
75406at33208	Duplicated	Aip_020144-T1	569.1	462	https://v10-1.orthodb.org/?query=75406at33208	Tetratricopeptide repeat
76852at33208	Complete	Aip_019717-T1	902.2	897	https://v10-1.orthodb.org/?query=76852at33208	TRAPP III complex, Trs85
84980at33208	Complete	Aip_000070-T1	895.7	521	https://v10-1.orthodb.org/?query=84980at33208	26S proteasome non-ATPase regulatory subunit 1
88053at33208	Complete	Aip_005102-T1	423.0	333	https://v10-1.orthodb.org/?query=88053at33208	Exocyst complex component 2
92367at33208	Complete	Aip_005793-T1	404.4	508	https://v10-1.orthodb.org/?query=92367at33208	WD40 repeat
99614at33208	Complete	Aip_007067-T1	1424.5	930	https://v10-1.orthodb.org/?query=99614at33208	WASH complex, subunit strumpellin
99987at33208	Complete	Aip_019715-T1	613.2	483	https://v10-1.orthodb.org/?query=99987at33208	WD40 repeat
102804at33208	Complete	Aip_015161-T1	1295.7	860	https://v10-1.orthodb.org/?query=102804at33208	FACT complex subunit Spt16 domain
103854at33208	Complete	Aip_010617-T1	686.9	622	https://v10-1.orthodb.org/?query=103854at33208	WD40/YVTN repeat-like-containing domain superfamily
107151at33208	Complete	Aip_017646-T1	1350.0	781	https://v10-1.orthodb.org/?query=107151at33208	pre-mRNA-processing factor 6
107574at33208	Complete	Aip_026748-T1	257.0	264	https://v10-1.orthodb.org/?query=107574at33208	TRAPP II complex, TRAPPC10
108764at33208	Complete	Aip_001232-T1	448.0	471	https://v10-1.orthodb.org/?query=108764at33208	general transcription factor 3C polypeptide 3
109109at33208	Complete	Aip_008953-T1	1099.3	586	https://v10-1.orthodb.org/?query=109109at33208	Helicase, C-terminal
111730at33208	Complete	Aip_005157-T1	892.8	620	https://v10-1.orthodb.org/?query=111730at33208	WD40-repeat-containing domain
111746at33208	Duplicated	Aip_016925-T1	708.6	605	https://v10-1.orthodb.org/?query=111746at33208	WD40 repeat
111746at33208	Duplicated	Aip_016925-T2	662.8	541	https://v10-1.orthodb.org/?query=111746at33208	WD40 repeat
114954at33208	Missing
115878at33208	Complete	Aip_009915-T1	545.6	399	https://v10-1.orthodb.org/?query=115878at33208	DNA helicase, DnaB-like, C-terminal
118209at33208	Complete	Aip_023374-T2	1603.1	858	https://v10-1.orthodb.org/?query=118209at33208	Tetratricopeptide repeat
119252at33208	Complete	Aip_008486-T1	835.0	552	https://v10-1.orthodb.org/?query=119252at33208	Aminoacyl-tRNA synthetase, class II
119591at33208	Complete	Aip_015634-T1	1520.0	989	https://v10-1.orthodb.org/?query=119591at33208	WD40 repeat
121127at33208	Complete	Aip_003129-T1	604.4	622	https://v10-1.orthodb.org/?query=121127at33208	N(alpha)-acetyltransferase 25, NatB auxiliary subunit
123923at33208	Complete	Aip_018636-T1	435.8	528	https://v10-1.orthodb.org/?query=123923at33208	RINT-1/Tip20
124302at33208	Complete	Aip_011831-T1	910.3	718	https://v10-1.orthodb.org/?query=124302at33208	Trafficking protein particle complex subunit 11
127766at33208	Complete	Aip_003385-T1	814.0	592	https://v10-1.orthodb.org/?query=127766at33208	Vesicle tethering protein p115, armadillo tether-repeat
129179at33208	Complete	Aip_016189-T1	897.6	579	https://v10-1.orthodb.org/?query=129179at33208	Cleavage and polyadenylation specificity factor 2, C-terminal
130245at33208	Complete	Aip_023750-T1	587.2	410	https://v10-1.orthodb.org/?query=130245at33208	MIF4G-like, type 1
130256at33208	Complete	Aip_008231-T1	733.3	569	https://v10-1.orthodb.org/?query=130256at33208	AARP2CN
131349at33208	Complete	Aip_005219-T1	1446.7	923	https://v10-1.orthodb.org/?query=131349at33208	Aminoacyl-tRNA synthetase, class Ia
131848at33208	Complete	Aip_008104-T1	708.1	527	https://v10-1.orthodb.org/?query=131848at33208	UPF0505 family
132087at33208	Complete	Aip_016850-T1	854.9	692	https://v10-1.orthodb.org/?query=132087at33208	Symplekin/Pta1, N-terminal
134492at33208	Complete	Aip_012153-T1	1213.9	851	https://v10-1.orthodb.org/?query=134492at33208	Transcription initiation factor TFIID subunit 2
135294at33208	Complete	Aip_025366-T1	401.0	376	https://v10-1.orthodb.org/?query=135294at33208	Rab-GTPase-TBC domain
137383at33208	Complete	Aip_012703-T1	870.1	650	https://v10-1.orthodb.org/?query=137383at33208	Tetratricopeptide repeat
139188at33208	Complete	Aip_006196-T1	740.7	614	https://v10-1.orthodb.org/?query=139188at33208	Conserved oligomeric Golgi complex, subunit 4
143619at33208	Complete	Aip_023540-T1	392.1	324	https://v10-1.orthodb.org/?query=143619at33208	GPI transamidase component PIG-T
143997at33208	Complete	Aip_010157-T1	554.3	381	https://v10-1.orthodb.org/?query=143997at33208	Tetratricopeptide repeat
146671at33208	Complete	Aip_000993-T1	914.2	679	https://v10-1.orthodb.org/?query=146671at33208	NFACT protein, C-terminal
147873at33208	Complete	Aip_019621-T1	961.6	566	https://v10-1.orthodb.org/?query=147873at33208	Crooked neck pre-mRNA splicing factor 1
148067at33208	Complete	Aip_005623-T1	433.1	459	https://v10-1.orthodb.org/?query=148067at33208	Nrap protein, domain 3
148325at33208	Missing
152327at33208	Complete	Aip_011692-T1	524.1	369	https://v10-1.orthodb.org/?query=152327at33208	FAD/NAD(P)-binding domain
152977at33208	Fragmented	Aip_013159-T2	393.6	230	https://v10-1.orthodb.org/?query=152977at33208	Dymeclin
153034at33208	Complete	Aip_009842-T1	771.0	503	https://v10-1.orthodb.org/?query=153034at33208	Cyclophilin-type peptidyl-prolyl cis-trans isomerase
157109at33208	Complete	Aip_000587-T1	266.8	222	https://v10-1.orthodb.org/?query=157109at33208	Zinc finger C2H2-type
157138at33208	Duplicated	Aip_005735-T1	311.2	473	https://v10-1.orthodb.org/?query=157138at33208	Neurochondrin
157138at33208	Duplicated	Aip_010481-T1	314.1	472	https://v10-1.orthodb.org/?query=157138at33208	Neurochondrin
158845at33208	Complete	Aip_014115-T1	466.6	474	https://v10-1.orthodb.org/?query=158845at33208	exocyst complex component 8
158962at33208	Complete	Aip_009603-T1	831.2	550	https://v10-1.orthodb.org/?query=158962at33208	DNA mismatch repair protein Mlh1, C-terminal
162821at33208	Complete	Aip_011532-T1	645.7	418	https://v10-1.orthodb.org/?query=162821at33208	Glycosyl hydrolase family 63, C-terminal
164767at33208	Fragmented	Aip_011576-T1	324.8	239	https://v10-1.orthodb.org/?query=164767at33208	WD40 repeat
166097at33208	Complete	Aip_021282-T1	813.8	492	https://v10-1.orthodb.org/?query=166097at33208	Methylglyoxal synthase-like domain
168850at33208	Complete	Aip_005388-T1	830.8	523	https://v10-1.orthodb.org/?query=168850at33208	Sec1-like protein
168924at33208	Complete	Aip_001272-T1	624.7	581	https://v10-1.orthodb.org/?query=168924at33208	ER membrane protein complex subunit 1, C-terminal
169864at33208	Complete	Aip_000765-T1	401.0	420	https://v10-1.orthodb.org/?query=169864at33208	CCAAT-binding factor
172677at33208	Complete	Aip_004636-T1	197.1	224	https://v10-1.orthodb.org/?query=172677at33208	Sphingomyelin phosphodiesterase 4
176247at33208	Complete	Aip_014539-T1	365.3	301	https://v10-1.orthodb.org/?query=176247at33208	Tyrosyl-DNA phosphodiesterase I
177718at33208	Complete	Aip_011739-T1	564.5	394	https://v10-1.orthodb.org/?query=177718at33208	WD40 repeat
177858at33208	Complete	Aip_014333-T1	881.0	586	https://v10-1.orthodb.org/?query=177858at33208	Helicase, C-terminal
178537at33208	Complete	Aip_015297-T1	900.5	443	https://v10-1.orthodb.org/?query=178537at33208	Radical SAM
179485at33208	Complete	Aip_016140-T1	554.9	368	https://v10-1.orthodb.org/?query=179485at33208	WD40 repeat
180808at33208	Complete	Aip_005677-T1	817.0	470	https://v10-1.orthodb.org/?query=180808at33208	FAD/NAD(P)-binding domain
182834at33208	Complete	Aip_014662-T1	702.2	548	https://v10-1.orthodb.org/?query=182834at33208	anaphase-promoting complex subunit 2
184508at33208	Complete	Aip_012184-T1	546.5	404	https://v10-1.orthodb.org/?query=184508at33208	SERRATE/Ars2 , C-terminal
184717at33208	Complete	Aip_014911-T1	931.4	511	https://v10-1.orthodb.org/?query=184717at33208	ATP-binding cassette sub-family E member 1
186208at33208	Complete	Aip_013261-T1	1214.7	707	https://v10-1.orthodb.org/?query=186208at33208	RNA cytidine acetyltransferase
186707at33208	Complete	Aip_004219-T1	307.9	349	https://v10-1.orthodb.org/?query=186707at33208	Exocyst complex component 7
187280at33208	Complete	Aip_007624-T1	733.6	528	https://v10-1.orthodb.org/?query=187280at33208	SCP2 sterol-binding domain
189414at33208	Complete	Aip_008951-T1	86.9	418	https://v10-1.orthodb.org/?query=189414at33208	MIF4G-like domain superfamily
190726at33208	Complete	Aip_005928-T1	568.1	391	https://v10-1.orthodb.org/?query=190726at33208	Eukaryotic translation initiation factor 3 subunit D
191938at33208	Complete	Aip_004002-T1	458.6	444	https://v10-1.orthodb.org/?query=191938at33208	Regulator of MON1-CCZ1
192250at33208	Complete	Aip_019874-T1	427.7	297	https://v10-1.orthodb.org/?query=192250at33208	pre-mRNA-splicing factor SLU7
194754at33208	Complete	Aip_010951-T1	1013.3	774	https://v10-1.orthodb.org/?query=194754at33208	Saccharopine dehydrogenase, C-terminal
195986at33208	Fragmented	Aip_027431-T1	224.0	202	https://v10-1.orthodb.org/?query=195986at33208	cell division cycle 5-like protein
196950at33208	Complete	Aip_018505-T1	793.8	623	https://v10-1.orthodb.org/?query=196950at33208	RNA recognition motif domain
197549at33208	Complete	Aip_024442-T1	149.7	308	https://v10-1.orthodb.org/?query=197549at33208	Pentatricopeptide repeat
197652at33208	Fragmented	Aip_010063-T1	462.0	258	https://v10-1.orthodb.org/?query=197652at33208	WD40 repeat
200997at33208	Complete	Aip_001104-T1	679.9	501	https://v10-1.orthodb.org/?query=200997at33208	Signal recognition particle subunit SRP68
201397at33208	Duplicated	Aip_018278-T3	695.8	474	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
201397at33208	Duplicated	Aip_018278-T2	666.2	451	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
201397at33208	Duplicated	Aip_018278-T1	598.6	367	https://v10-1.orthodb.org/?query=201397at33208	WD40 repeat
202545at33208	Complete	Aip_018899-T1	466.2	375	https://v10-1.orthodb.org/?query=202545at33208	Wntless Wnt ligand secretion mediator
203128at33208	Complete	Aip_003795-T1	861.6	439	https://v10-1.orthodb.org/?query=203128at33208	tRNA-splicing ligase, RtcB
203698at33208	Complete	Aip_007754-T1	1107.1	781	https://v10-1.orthodb.org/?query=203698at33208	Helicase, C-terminal
205220at33208	Complete	Aip_002836-T1	906.5	644	https://v10-1.orthodb.org/?query=205220at33208	Kelch repeat type 1
206786at33208	Complete	Aip_011858-T1	529.7	383	https://v10-1.orthodb.org/?query=206786at33208	Nmd3, N-terminal
206858at33208	Complete	Aip_001539-T1	530.4	406	https://v10-1.orthodb.org/?query=206858at33208	Rhodanese-like domain
207599at33208	Complete	Aip_014085-T1	489.2	374	https://v10-1.orthodb.org/?query=207599at33208	Mre11, DNA-binding
208219at33208	Complete	Aip_022838-T1	443.5	362	https://v10-1.orthodb.org/?query=208219at33208	RNA polymerase I specific transcription initiation factor RRN3
210614at33208	Complete	Aip_025032-T1	609.2	644	https://v10-1.orthodb.org/?query=210614at33208	Vacuolar sorting protein 39/Transforming growth factor beta receptor-associated domain 1
212972at33208	Fragmented	Aip_025439-T1	361.3	222	https://v10-1.orthodb.org/?query=212972at33208	digestive organ expansion factor homolog
214788at33208	Complete	Aip_000075-T1	673.5	526	https://v10-1.orthodb.org/?query=214788at33208	Conserved oligomeric Golgi complex subunit 6
215654at33208	Complete	Aip_001766-T1	583.1	406	https://v10-1.orthodb.org/?query=215654at33208	splicing factor 3A subunit 3
216257at33208	Missing
216563at33208	Complete	Aip_005827-T1	275.1	284	https://v10-1.orthodb.org/?query=216563at33208	Cytochrome b5-like heme/steroid binding domain
218441at33208	Complete	Aip_011383-T1	255.7	249	https://v10-1.orthodb.org/?query=218441at33208	Protein kintoun
219795at33208	Complete	Aip_013343-T1	363.4	342	https://v10-1.orthodb.org/?query=219795at33208	CCR4-NOT transcription complex subunit 10
219856at33208	Complete	Aip_019738-T1	659.3	395	https://v10-1.orthodb.org/?query=219856at33208	Ubiquitin specific peptidase 39
222489at33208	Complete	Aip_013986-T1	671.0	356	https://v10-1.orthodb.org/?query=222489at33208	WD40 repeat
223234at33208	Complete	Aip_001489-T1	329.7	346	https://v10-1.orthodb.org/?query=223234at33208	Protoporphyrinogen oxidase
224280at33208	Complete	Aip_001423-T1	813.9	440	https://v10-1.orthodb.org/?query=224280at33208	Signal recognition particle, SRP54 subunit, GTPase domain
226335at33208	Complete	Aip_003574-T1	593.0	365	https://v10-1.orthodb.org/?query=226335at33208	Homogentisate 1,2-dioxygenase
226941at33208	Complete	Aip_008875-T1	586.7	396	https://v10-1.orthodb.org/?query=226941at33208	acetyl-coenzyme A transporter 1
227087at33208	Complete	Aip_021501-T1	874.4	720	https://v10-1.orthodb.org/?query=227087at33208	Clathrin, heavy chain/VPS, 7-fold repeat
227453at33208	Complete	Aip_021235-T1	544.4	429	https://v10-1.orthodb.org/?query=227453at33208	negative elongation factor B
227979at33208	Complete	Aip_015164-T1	920.8	595	https://v10-1.orthodb.org/?query=227979at33208	protein VAC14 homolog
231157at33208	Complete	Aip_020352-T1	556.8	431	https://v10-1.orthodb.org/?query=231157at33208	Alpha-D-phosphohexomutase, alpha/beta/alpha domain I
231700at33208	Complete	Aip_003626-T1	499.0	731	https://v10-1.orthodb.org/?query=231700at33208	siRNA-mediated silencing protein NRDE-2
234290at33208	Complete	Aip_022935-T1	621.5	421	https://v10-1.orthodb.org/?query=234290at33208	Leucine-rich repeat
235149at33208	Complete	Aip_004281-T1	227.5	281	https://v10-1.orthodb.org/?query=235149at33208	Signal recognition particle subunit SRP72
235430at33208	Fragmented	Aip_022879-T1	294.4	209	https://v10-1.orthodb.org/?query=235430at33208	U3 small nucleolar RNA-associated protein 15, C-terminal
235458at33208	Complete	Aip_012925-T1	428.8	359	https://v10-1.orthodb.org/?query=235458at33208	tRNA (uracil-O(2)-)-methyltransferase
239016at33208	Complete	Aip_004028-T1	447.7	406	https://v10-1.orthodb.org/?query=239016at33208	CDC45 family
239149at33208	Missing
239597at33208	Complete	Aip_008516-T1	581.5	523	https://v10-1.orthodb.org/?query=239597at33208	translation initiation factor eIF-2B subunit epsilon
240437at33208	Complete	Aip_001383-T1	439.4	249	https://v10-1.orthodb.org/?query=240437at33208	rRNA adenine N(6)-methyltransferase
244863at33208	Complete	Aip_005833-T1	577.2	558	https://v10-1.orthodb.org/?query=244863at33208	E3 UFM1-protein ligase 1
245482at33208	Complete	Aip_019835-T1	559.3	404	https://v10-1.orthodb.org/?query=245482at33208	Pescadillo
245567at33208	Complete	Aip_003797-T1	494.9	416	https://v10-1.orthodb.org/?query=245567at33208	DnaJ domain
246241at33208	Complete	Aip_015246-T1	564.3	370	https://v10-1.orthodb.org/?query=246241at33208	26S proteasome non-ATPase regulatory subunit 12
247183at33208	Fragmented	Aip_014628-T1	477.7	348	https://v10-1.orthodb.org/?query=247183at33208	Kinesin-associated protein 3
247905at33208	Complete	Aip_013546-T1	262.1	261	https://v10-1.orthodb.org/?query=247905at33208	SUI1 domain
249486at33208	Complete	Aip_021210-T1	533.2	421	https://v10-1.orthodb.org/?query=249486at33208	DNA polymerase epsilon subunit
251076at33208	Complete	Aip_004984-T1	551.3	316	https://v10-1.orthodb.org/?query=251076at33208	PDZ domain
251577at33208	Complete	Aip_016391-T1	284.0	254	https://v10-1.orthodb.org/?query=251577at33208	nucleolar complex protein 4 homolog
255117at33208	Complete	Aip_012980-T1	1160.6	719	https://v10-1.orthodb.org/?query=255117at33208	Phosphatidylinositol 3-kinase, C2 domain
255242at33208	Complete	Aip_009767-T1	361.8	258	https://v10-1.orthodb.org/?query=255242at33208	Origin recognition complex subunit 4
255924at33208	Complete	Aip_022420-T1	701.3	454	https://v10-1.orthodb.org/?query=255924at33208	Helicase, C-terminal
257141at33208	Complete	Aip_021354-T1	376.5	294	https://v10-1.orthodb.org/?query=257141at33208	D-glucuronyl C5-epimerase
257339at33208	Complete	Aip_003970-T1	221.2	223	https://v10-1.orthodb.org/?query=257339at33208	Zinc finger, MYND-type
259581at33208	Complete	Aip_000738-T1	296.1	377	https://v10-1.orthodb.org/?query=259581at33208	Hermansky-Pudlak syndrome 1 protein
260752at33208	Complete	Aip_003831-T1	499.3	526	https://v10-1.orthodb.org/?query=260752at33208	conserved oligomeric Golgi complex subunit 2
261284at33208	Duplicated	Aip_000841-T1	694.6	628	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261284at33208	Duplicated	Aip_000841-T2	693.2	628	https://v10-1.orthodb.org/?query=261284at33208	Vps16, C-terminal
261614at33208	Complete	Aip_020538-T1	609.3	365	https://v10-1.orthodb.org/?query=261614at33208	WD40 repeat
262757at33208	Complete	Aip_002125-T1	323.9	277	https://v10-1.orthodb.org/?query=262757at33208	putative tRNA pseudouridine synthase Pus10
266460at33208	Complete	Aip_009248-T1	619.2	463	https://v10-1.orthodb.org/?query=266460at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
266469at33208	Complete	Aip_015239-T1	157.4	201	https://v10-1.orthodb.org/?query=266469at33208	GTP binding domain
266808at33208	Complete	Aip_003195-T1	512.3	340	https://v10-1.orthodb.org/?query=266808at33208	cleavage stimulation factor subunit 1
267439at33208	Complete	Aip_000337-T1	710.0	423	https://v10-1.orthodb.org/?query=267439at33208	Aminoacyl-tRNA synthetase, class II
268134at33208	Complete	Aip_026246-T1	314.7	244	https://v10-1.orthodb.org/?query=268134at33208	Kynurenine 3-monooxygenase
268397at33208	Complete	Aip_011385-T1	907.0	614	https://v10-1.orthodb.org/?query=268397at33208	Vps53-like, N-terminal
270594at33208	Complete	Aip_012576-T1	705.1	521	https://v10-1.orthodb.org/?query=270594at33208	SDA1 domain
271297at33208	Complete	Aip_020907-T1	350.1	233	https://v10-1.orthodb.org/?query=271297at33208	Protoheme IX farnesyltransferase, mitochondrial
271742at33208	Complete	Aip_010060-T1	611.4	451	https://v10-1.orthodb.org/?query=271742at33208	Nuclear pore localisation protein NPL4, C-terminal
272605at33208	Complete	Aip_005046-T1	571.5	392	https://v10-1.orthodb.org/?query=272605at33208	DET1 homolog
273040at33208	Complete	Aip_006884-T1	150.5	120	https://v10-1.orthodb.org/?query=273040at33208	N-end aminoacyl transferase, N-terminal
273367at33208	Complete	Aip_005763-T1	91.8	159	https://v10-1.orthodb.org/?query=273367at33208	ODR-4-like
273989at33208	Complete	Aip_012544-T1	621.2	446	https://v10-1.orthodb.org/?query=273989at33208	RNA helicase
274044at33208	Duplicated	Aip_002091-T1	589.6	523	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274044at33208	Duplicated	Aip_002091-T2	586.4	488	https://v10-1.orthodb.org/?query=274044at33208	Plus-3 domain
274064at33208	Complete	Aip_017061-T1	410.1	269	https://v10-1.orthodb.org/?query=274064at33208	Protein O-glucosyltransferase 1
274769at33208	Complete	Aip_002875-T1	554.6	383	https://v10-1.orthodb.org/?query=274769at33208	Ubiquitin specific protease, conserved site
274992at33208	Complete	Aip_006255-T1	643.9	353	https://v10-1.orthodb.org/?query=274992at33208	Clathrin adaptor, mu subunit
277935at33208	Complete	Aip_016108-T1	398.8	383	https://v10-1.orthodb.org/?query=277935at33208	nuclear pore complex protein Nup107
278227at33208	Complete	Aip_017730-T1	462.7	343	https://v10-1.orthodb.org/?query=278227at33208	Zinc finger, RING-type
279631at33208	Complete	Aip_006081-T1	601.7	581	https://v10-1.orthodb.org/?query=279631at33208	WD40 repeat
279992at33208	Complete	Aip_014636-T1	397.8	323	https://v10-1.orthodb.org/?query=279992at33208	Lin-9 DREAM MuvB core complex component
280914at33208	Complete	Aip_010501-T1	439.0	509	https://v10-1.orthodb.org/?query=280914at33208	Nicastrin
281304at33208	Missing
281693at33208	Complete	Aip_018246-T1	841.7	592	https://v10-1.orthodb.org/?query=281693at33208	WD40 repeat
283637at33208	Complete	Aip_008385-T1	695.2	362	https://v10-1.orthodb.org/?query=283637at33208	COP9 signalosome complex subunit 2
284059at33208	Complete	Aip_002400-T1	376.5	272	https://v10-1.orthodb.org/?query=284059at33208	Intraflagellar transport 52
285146at33208	Complete	Aip_007991-T1	445.6	313	https://v10-1.orthodb.org/?query=285146at33208	General transcription factor IIH subunit
285902at33208	Complete	Aip_025149-T1	427.9	391	https://v10-1.orthodb.org/?query=285902at33208	Protein of unknown function DUF2362
285966at33208	Complete	Aip_020428-T1	415.2	380	https://v10-1.orthodb.org/?query=285966at33208	KIF-1 binding protein
286553at33208	Complete	Aip_009340-T1	325.0	283	https://v10-1.orthodb.org/?query=286553at33208	GDP-fucose protein O-fucosyltransferase
289235at33208	Complete	Aip_020163-T1	235.6	242	https://v10-1.orthodb.org/?query=289235at33208	E3 ubiquitin-protein ligase TM129
289928at33208	Complete	Aip_005239-T1	392.3	335	https://v10-1.orthodb.org/?query=289928at33208	Major facilitator superfamily
291505at33208	Complete	Aip_007919-T1	578.1	439	https://v10-1.orthodb.org/?query=291505at33208	tRNA (cytosine(34)-C(5))-methyltransferase
291875at33208	Complete	Aip_028509-T1	392.5	294	https://v10-1.orthodb.org/?query=291875at33208	U3 small nucleolar ribonucleoprotein complex, subunit Mpp10
295556at33208	Complete	Aip_015378-T1	473.5	634	https://v10-1.orthodb.org/?query=295556at33208	Codanin-1, C-terminal domain
295775at33208	Duplicated	Aip_013528-T2	208.3	195	https://v10-1.orthodb.org/?query=295775at33208	Protein arginine methyltransferase NDUFAF7
295775at33208	Duplicated	Aip_013528-T1	207.9	194	https://v10-1.orthodb.org/?query=295775at33208	Protein arginine methyltransferase NDUFAF7
300303at33208	Complete	Aip_005275-T1	391.0	378	https://v10-1.orthodb.org/?query=300303at33208	Cell cycle regulator Mat89Bb
301572at33208	Complete	Aip_001032-T1	592.9	397	https://v10-1.orthodb.org/?query=301572at33208	Nop domain
302186at33208	Complete	Aip_025140-T1	277.1	345	https://v10-1.orthodb.org/?query=302186at33208	Anaphase-promoting complex subunit 4 long domain
302279at33208	Complete	Aip_001016-T1	525.5	304	https://v10-1.orthodb.org/?query=302279at33208	WD40 repeat
302921at33208	Fragmented	Aip_025891-T1	47.4	88	https://v10-1.orthodb.org/?query=302921at33208	Ubiquitin-associated domain
303117at33208	Complete	Aip_005863-T1	351.5	332	https://v10-1.orthodb.org/?query=303117at33208	Helicase/UvrB, N-terminal
304388at33208	Complete	Aip_006236-T1	351.1	322	https://v10-1.orthodb.org/?query=304388at33208	WD40 repeat
305260at33208	Complete	Aip_000123-T1	556.5	345	https://v10-1.orthodb.org/?query=305260at33208	PIGA, GPI anchor biosynthesis
306101at33208	Fragmented	Aip_012144-T1	205.4	184	https://v10-1.orthodb.org/?query=306101at33208	Aminomethyltransferase
307109at33208	Complete	Aip_021250-T1	459.4	348	https://v10-1.orthodb.org/?query=307109at33208	PurE domain
308610at33208	Complete	Aip_006256-T1	566.4	364	https://v10-1.orthodb.org/?query=308610at33208	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit
311438at33208	Complete	Aip_007862-T1	377.2	259	https://v10-1.orthodb.org/?query=311438at33208	PFTB repeat
311758at33208	Complete	Aip_005589-T1	681.5	440	https://v10-1.orthodb.org/?query=311758at33208	Sec1-like protein
311761at33208	Complete	Aip_009172-T1	454.1	463	https://v10-1.orthodb.org/?query=311761at33208	THO complex, subunit 5
312577at33208	Complete	Aip_020387-T1	324.8	319	https://v10-1.orthodb.org/?query=312577at33208	Zinc finger CCHC-type containing 4
313091at33208	Complete	Aip_016643-T1	456.2	308	https://v10-1.orthodb.org/?query=313091at33208	Winged helix-like DNA-binding domain superfamily
315044at33208	Complete	Aip_018105-T1	585.8	404	https://v10-1.orthodb.org/?query=315044at33208	Tetratricopeptide repeat
315393at33208	Complete	Aip_005234-T1	544.2	329	https://v10-1.orthodb.org/?query=315393at33208	COX15/CtaA family
317470at33208	Complete	Aip_015797-T1	363.5	290	https://v10-1.orthodb.org/?query=317470at33208	tRNA-dihydrouridine(20) synthase 
318483at33208	Complete	Aip_017148-T1	465.9	321	https://v10-1.orthodb.org/?query=318483at33208	Thioredoxin domain
318532at33208	Complete	Aip_008971-T1	618.7	337	https://v10-1.orthodb.org/?query=318532at33208	tRNA pseudouridylate synthase B, C-terminal
319574at33208	Complete	Aip_015499-T1	313.1	239	https://v10-1.orthodb.org/?query=319574at33208	tRNA pseudouridine synthase
320390at33208	Complete	Aip_023247-T1	593.9	514	https://v10-1.orthodb.org/?query=320390at33208	N(alpha)-acetyltransferase 35, NatC auxiliary subunit
321332at33208	Complete	Aip_014276-T1	384.1	465	https://v10-1.orthodb.org/?query=321332at33208	Integrator complex subunit 10
323399at33208	Complete	Aip_007587-T1	613.9	407	https://v10-1.orthodb.org/?query=323399at33208	Helicase, C-terminal
323473at33208	Complete	Aip_013097-T1	340.0	179	https://v10-1.orthodb.org/?query=323473at33208	Geranylgeranyl transferase type-2 subunit beta
324249at33208	Complete	Aip_014657-T1	315.9	342	https://v10-1.orthodb.org/?query=324249at33208	Transcription factor IIIC subunit 5, HTH domain
325183at33208	Complete	Aip_004165-T1	577.1	345	https://v10-1.orthodb.org/?query=325183at33208	Fumarylacetoacetase, N-terminal
